Frame,ID,Zone,State,Score
406,-1,BACK,STANDING,1.0
407,-1,BACK,STANDING,1.0
408,-1,BACK,STANDING,1.0
409,-1,BACK,STANDING,1.0
410,-1,BACK,STANDING,1.0
411,-1,BACK,STANDING,1.0
412,-1,BACK,STANDING,1.0
413,-1,BACK,STANDING,1.0
414,-1,BACK,STANDING,1.0
415,-1,BACK,STANDING,1.0
416,-1,BACK,STANDING,1.0
417,-1,BACK,STANDING,1.0
418,-1,BACK,STANDING,1.0
419,-1,BACK,STANDING,1.0
420,-1,BACK,STANDING,1.0
421,-1,BACK,SITTING,1.0
422,-1,BACK,SITTING,1.0
423,-1,BACK,SITTING,1.0
424,-1,BACK,STANDING,1.0
425,-1,BACK,STANDING,1.0
426,-1,BACK,STANDING,1.0
427,-1,BACK,STANDING,1.0
428,-1,BACK,STANDING,1.0
429,-1,BACK,STANDING,1.0
430,-1,BACK,STANDING,1.0
431,-1,BACK,STANDING,1.0
432,-1,BACK,STANDING,1.0
433,-1,BACK,STANDING,1.0
434,-1,BACK,STANDING,1.0
435,-1,BACK,STANDING,1.0
436,-1,BACK,STANDING,1.0
437,-1,BACK,STANDING,1.0
438,-1,BACK,SITTING,1.0
439,-1,BACK,STANDING,1.0
440,-1,BACK,SITTING,1.0
441,-1,BACK,SITTING,1.0
442,-1,BACK,SITTING,1.0
443,-1,BACK,SITTING,1.0
444,-1,BACK,SITTING,1.0
445,-1,BACK,SITTING,1.0
446,-1,BACK,SITTING,1.0
447,-1,BACK,SITTING,1.0
448,-1,BACK,SITTING,1.0
449,-1,BACK,SITTING,1.0
450,-1,BACK,SITTING,1.0
451,-1,FRONT,SITTING,1.0
452,-1,BACK,SITTING,1.0
453,-1,FRONT,SITTING,1.0
454,-1,BACK,SITTING,1.0
455,-1,BACK,SITTING,1.0
456,-1,BACK,SITTING,1.0
457,-1,BACK,SITTING,1.0
458,-1,BACK,SITTING,1.0
459,-1,BACK,SITTING,1.0
460,-1,BACK,SITTING,1.0
461,-1,BACK,SITTING,1.0
462,-1,BACK,SITTING,1.0
463,-1,BACK,SITTING,1.0
464,-1,BACK,SITTING,1.0
465,-1,BACK,SITTING,1.0
466,-1,BACK,SITTING,1.0
467,-1,BACK,SITTING,1.0
468,-1,BACK,SITTING,1.0
469,-1,BACK,SITTING,1.0
470,-1,BACK,SITTING,1.0
471,-1,BACK,SITTING,1.0
472,-1,FRONT,SITTING,1.0
473,-1,BACK,SITTING,1.0
474,-1,BACK,SITTING,1.0
475,-1,BACK,STANDING,1.0
476,-1,BACK,SITTING,1.0
477,-1,BACK,SITTING,1.0
478,-1,BACK,SITTING,1.0
479,-1,BACK,SITTING,1.0
480,-1,BACK,SITTING,1.0
481,-1,BACK,STANDING,1.0
482,-1,BACK,SITTING,1.0
483,-1,BACK,SITTING,1.0
484,-1,BACK,SITTING,1.0
485,-1,BACK,SITTING,1.0
486,-1,BACK,SITTING,1.0
487,-1,BACK,SITTING,1.0
488,-1,BACK,SITTING,1.0
489,-1,BACK,SITTING,1.0
490,-1,BACK,SITTING,1.0
491,-1,BACK,SITTING,1.0
492,-1,BACK,SITTING,1.0
493,-1,BACK,SITTING,1.0
494,-1,FRONT,SITTING,1.0
495,-1,FRONT,SITTING,1.0
496,-1,BACK,SITTING,1.0
497,-1,BACK,SITTING,1.0
498,-1,BACK,SITTING,1.0
499,-1,BACK,SITTING,1.0
500,-1,BACK,SITTING,1.0
501,-1,BACK,SITTING,1.0
502,-1,BACK,SITTING,1.0
503,-1,BACK,SITTING,1.0
504,-1,FRONT,SITTING,1.0
505,-1,FRONT,SITTING,1.0
506,-1,BACK,SITTING,1.0
507,-1,BACK,SITTING,1.0
508,-1,BACK,SITTING,1.0
509,-1,BACK,SITTING,1.0
510,-1,BACK,SITTING,1.0
511,-1,FRONT,SITTING,1.0
512,-1,BACK,SITTING,1.0
513,-1,BACK,SITTING,1.0
514,-1,BACK,SITTING,1.0
515,-1,FRONT,SITTING,1.0
516,-1,FRONT,SITTING,1.0
517,-1,FRONT,SITTING,1.0
518,-1,FRONT,SITTING,1.0
519,-1,FRONT,SITTING,1.0
520,-1,BACK,SITTING,1.0
521,-1,BACK,SITTING,1.0
522,-1,BACK,SITTING,1.0
523,-1,FRONT,SITTING,1.0
524,-1,FRONT,SITTING,1.0
525,-1,FRONT,SITTING,1.0
526,-1,BACK,SITTING,1.0
527,-1,BACK,SITTING,1.0
528,-1,BACK,SITTING,1.0
529,-1,BACK,STANDING,1.0
530,-1,BACK,STANDING,1.0
531,-1,BACK,STANDING,1.0
532,-1,BACK,STANDING,1.0
533,-1,BACK,STANDING,1.0
534,-1,BACK,SITTING,1.0
535,-1,BACK,SITTING,1.0
536,-1,FRONT,SITTING,1.0
537,-1,FRONT,SITTING,1.0
538,-1,BACK,SITTING,1.0
539,-1,FRONT,SITTING,1.0
540,-1,BACK,SITTING,1.0
541,-1,BACK,SITTING,1.0
542,-1,BACK,SITTING,1.0
543,-1,BACK,SITTING,1.0
544,-1,FRONT,SITTING,1.0
545,-1,FRONT,SITTING,1.0
546,-1,FRONT,SITTING,1.0
547,-1,FRONT,SITTING,1.0
548,-1,FRONT,SITTING,1.0
549,-1,FRONT,SITTING,1.0
550,-1,FRONT,SITTING,1.0
551,-1,BACK,STANDING,1.0
552,-1,BACK,STANDING,1.0
553,-1,BACK,STANDING,1.0
554,-1,BACK,STANDING,1.0
555,-1,BACK,STANDING,1.0
556,-1,BACK,STANDING,1.0
557,-1,BACK,STANDING,1.0
558,-1,BACK,STANDING,1.0
559,-1,BACK,STANDING,1.0
560,-1,BACK,STANDING,1.0
561,-1,BACK,STANDING,1.0
562,-1,BACK,STANDING,1.0
563,-1,BACK,STANDING,1.0
564,-1,BACK,STANDING,1.0
565,-1,BACK,STANDING,1.0
566,-1,BACK,STANDING,1.0
567,-1,BACK,STANDING,1.0
568,-1,BACK,STANDING,1.0
569,-1,BACK,STANDING,1.0
570,-1,BACK,STANDING,1.0
571,-1,BACK,STANDING,1.0
572,-1,BACK,STANDING,1.0
573,-1,BACK,STANDING,1.0
574,-1,BACK,STANDING,1.0
575,-1,BACK,SITTING,1.0
576,-1,BACK,STANDING,1.0
577,-1,BACK,SITTING,1.0
578,-1,BACK,SITTING,1.0
579,-1,BACK,SITTING,1.0
580,-1,BACK,STANDING,1.0
581,-1,BACK,STANDING,1.0
582,-1,BACK,STANDING,1.0
583,-1,BACK,STANDING,1.0
584,-1,BACK,STANDING,1.0
585,-1,BACK,STANDING,1.0
586,-1,BACK,STANDING,1.0
587,-1,BACK,STANDING,1.0
588,-1,BACK,STANDING,1.0
589,-1,BACK,STANDING,1.0
590,-1,BACK,STANDING,1.0
591,-1,BACK,STANDING,1.0
592,-1,BACK,STANDING,1.0
593,-1,BACK,STANDING,1.0
594,-1,BACK,STANDING,1.0
595,-1,BACK,STANDING,1.0
596,-1,BACK,STANDING,1.0
597,-1,BACK,STANDING,1.0
598,-1,BACK,STANDING,1.0
599,-1,BACK,SITTING,1.0
600,-1,BACK,SITTING,1.0
601,-1,BACK,SITTING,1.0
602,-1,BACK,SITTING,1.0
603,-1,BACK,SITTING,1.0
604,-1,BACK,SITTING,1.0
605,-1,BACK,SITTING,1.0
606,-1,BACK,SITTING,1.0
607,-1,BACK,SITTING,1.0
608,-1,BACK,SITTING,1.0
609,-1,BACK,SITTING,1.0
610,-1,BACK,STANDING,1.0
611,-1,BACK,SITTING,1.0
612,-1,BACK,SITTING,1.0
613,-1,BACK,STANDING,1.0
614,-1,BACK,STANDING,1.0
615,-1,BACK,STANDING,1.0
616,-1,BACK,STANDING,1.0
617,-1,BACK,STANDING,1.0
618,-1,BACK,STANDING,1.0
619,-1,BACK,STANDING,1.0
620,-1,BACK,STANDING,1.0
621,-1,BACK,STANDING,1.0
622,-1,BACK,STANDING,1.0
623,-1,BACK,STANDING,1.0
624,-1,BACK,STANDING,1.0
625,-1,BACK,SITTING,1.0
626,-1,BACK,STANDING,1.0
627,-1,BACK,STANDING,1.0
628,-1,BACK,STANDING,1.0
629,-1,BACK,STANDING,1.0
630,-1,BACK,STANDING,1.0
631,-1,BACK,SITTING,1.0
632,-1,BACK,STANDING,1.0
633,-1,BACK,STANDING,1.0
634,-1,BACK,STANDING,1.0
635,-1,BACK,SITTING,1.0
636,-1,BACK,SITTING,1.0
637,-1,BACK,STANDING,1.0
638,-1,BACK,STANDING,1.0
639,-1,BACK,STANDING,1.0
640,-1,BACK,STANDING,1.0
641,-1,BACK,STANDING,1.0
642,-1,BACK,STANDING,1.0
643,-1,BACK,STANDING,1.0
644,-1,BACK,STANDING,1.0
645,-1,BACK,STANDING,1.0
646,-1,BACK,STANDING,1.0
647,-1,BACK,STANDING,1.0
648,-1,BACK,STANDING,1.0
649,-1,BACK,STANDING,1.0
650,-1,BACK,STANDING,1.0
651,-1,BACK,STANDING,1.0
652,-1,BACK,STANDING,1.0
653,-1,BACK,SITTING,1.0
654,-1,BACK,SITTING,1.0
655,-1,BACK,STANDING,1.0
656,-1,BACK,STANDING,1.0
657,-1,BACK,STANDING,1.0
658,-1,BACK,STANDING,1.0
659,-1,BACK,STANDING,1.0
660,-1,BACK,STANDING,1.0
661,-1,BACK,STANDING,1.0
662,-1,BACK,STANDING,1.0
663,-1,BACK,STANDING,1.0
664,-1,BACK,STANDING,1.0
665,-1,BACK,STANDING,1.0
666,-1,BACK,STANDING,1.0
667,-1,BACK,STANDING,1.0
668,-1,BACK,STANDING,1.0
669,-1,BACK,STANDING,1.0
670,-1,BACK,STANDING,1.0
671,-1,BACK,STANDING,1.0
672,-1,BACK,STANDING,1.0
673,-1,BACK,STANDING,1.0
674,-1,BACK,STANDING,1.0
675,-1,BACK,STANDING,1.0
676,-1,BACK,STANDING,1.0
677,-1,BACK,STANDING,1.0
678,-1,BACK,STANDING,1.0
679,-1,BACK,STANDING,1.0
680,-1,BACK,STANDING,1.0
681,-1,BACK,STANDING,1.0
682,-1,BACK,STANDING,1.0
683,-1,BACK,STANDING,1.0
684,-1,BACK,STANDING,1.0
685,-1,BACK,STANDING,1.0
686,-1,BACK,STANDING,1.0
687,-1,BACK,STANDING,1.0
688,-1,BACK,STANDING,1.0
689,-1,BACK,STANDING,1.0
690,-1,BACK,STANDING,1.0
691,-1,BACK,STANDING,1.0
692,-1,BACK,STANDING,1.0
693,-1,BACK,STANDING,1.0
694,-1,BACK,STANDING,1.0
695,-1,BACK,STANDING,1.0
696,-1,BACK,STANDING,1.0
697,-1,BACK,STANDING,1.0
698,-1,BACK,STANDING,1.0
699,-1,BACK,SITTING,1.0
700,-1,BACK,SITTING,1.0
701,-1,BACK,STANDING,1.0
702,-1,BACK,STANDING,1.0
703,-1,BACK,STANDING,1.0
704,-1,BACK,STANDING,1.0
705,-1,BACK,SITTING,1.0
706,-1,BACK,SITTING,1.0
707,-1,BACK,SITTING,1.0
708,-1,BACK,SITTING,1.0
709,-1,BACK,SITTING,1.0
710,-1,BACK,SITTING,1.0
711,-1,BACK,SITTING,1.0
712,-1,BACK,SITTING,1.0
713,-1,BACK,SITTING,1.0
714,-1,BACK,STANDING,1.0
715,-1,BACK,STANDING,1.0
716,-1,BACK,STANDING,1.0
717,-1,BACK,STANDING,1.0
718,-1,BACK,STANDING,1.0
719,-1,BACK,STANDING,1.0
720,-1,BACK,STANDING,1.0
721,-1,BACK,STANDING,1.0
722,-1,BACK,STANDING,1.0
723,-1,BACK,STANDING,1.0
724,-1,BACK,STANDING,1.0
725,-1,BACK,STANDING,1.0
726,-1,BACK,STANDING,1.0
727,-1,BACK,STANDING,1.0
728,-1,BACK,STANDING,1.0
729,-1,BACK,STANDING,1.0
730,-1,BACK,STANDING,1.0
731,-1,BACK,STANDING,1.0
732,-1,BACK,STANDING,1.0
733,-1,BACK,STANDING,1.0
734,-1,BACK,STANDING,1.0
735,-1,BACK,STANDING,1.0
736,-1,BACK,STANDING,1.0
737,-1,BACK,STANDING,1.0
738,-1,BACK,STANDING,1.0
739,-1,BACK,STANDING,1.0
740,-1,BACK,STANDING,1.0
741,-1,BACK,STANDING,1.0
742,-1,BACK,STANDING,1.0
743,-1,BACK,STANDING,1.0
744,-1,BACK,STANDING,1.0
745,-1,BACK,STANDING,1.0
746,-1,BACK,STANDING,1.0
747,-1,BACK,STANDING,1.0
748,-1,BACK,STANDING,1.0
749,-1,BACK,STANDING,1.0
750,-1,BACK,STANDING,1.0
751,-1,BACK,STANDING,1.0
752,-1,BACK,STANDING,1.0
753,-1,BACK,STANDING,1.0
754,-1,BACK,STANDING,1.0
755,-1,BACK,STANDING,1.0
756,-1,BACK,STANDING,1.0
757,-1,BACK,STANDING,1.0
758,-1,BACK,STANDING,1.0
759,-1,BACK,STANDING,1.0
760,-1,BACK,STANDING,1.0
761,-1,BACK,STANDING,1.0
762,-1,BACK,STANDING,1.0
763,-1,BACK,STANDING,1.0
764,-1,BACK,STANDING,1.0
765,-1,BACK,STANDING,1.0
766,-1,BACK,STANDING,1.0
767,-1,BACK,STANDING,1.0
768,-1,BACK,STANDING,1.0
769,-1,BACK,STANDING,1.0
770,-1,BACK,STANDING,1.0
771,-1,BACK,STANDING,1.0
772,-1,BACK,STANDING,1.0
773,-1,BACK,STANDING,1.0
774,-1,BACK,STANDING,1.0
